comment,label_1,label_2,label_3
多些骷髅加上骷髅羁绊效果之类的会好些,建议,,
虽然我到现在还没有过第三关但是我觉得很好玩 设定也有趣 （我想玩骷髅妹妹）,优点或启发,,
总体来说还好，不过真的对新手不太友好。尤其是手残档。,缺点或问题,,
14个小时的我还没通关 估计没有比我更手残的了吧 呜呜呜呜呜呜呜,缺点或问题,,
- 更新之后前两关出现稀有及以上头颅的概率大大降低。导致前两关游戏体验较差，第三关好不容易获得强大头颅之后已经很难保持健康血量，没能体验多久强大的角色就死亡了（也有可能是我太菜了o(╥﹏╥)o，至今未能突破到第四大关）。- 后期大量换皮怪。有些无趣- 难度靠提高换皮怪的数量和血量来增加。打多了会感到恶心- 小关之间的BOSS战，居然是每一大关增加一个BOSS，来来去去也就那么几个。体验较差+ 操作手感挺流畅+ 创意新颖+ 部分角色技能设置比较有趣，比如说初始角色玩得熟练的话至少观赏性就不错（给人一种我很秀,优点或启发,缺点或问题,
好玩，但是内容相对价格，起码对我来说，贵了.,缺点或问题,,
很好玩  尤其是死神  一刀秒的感觉太爽了,无帮助,,
很好玩，赶紧出正式版吧,无帮助,,
i lovey you,无帮助,,
改了爆率才通关，five小骨太多。,缺点或问题,,
很有趣，每次都不知道会拿到什么头骨，有一种无限的可能,优点或启发,,
很有想法的游戏，就是地图太少，传说小骨少内容还是不错的，牛头人天下第一,优点或启发,缺点或问题,
游戏性很不错，但是作为一款肉鸽游戏的话内容属实还是太少了，无论是敌人种类、地图、BOSS、头骨、道具什么的都太少了，几个小时就没什么新鲜感了，以撒还能玩个几十个小时。。期待制作组的完善吧,缺点或问题,,
好玩上头,无帮助,,
很过瘾 打击感很强 有内味 但是死神无敌UPUP,优点或启发,,
在各种游戏的加载时间可以游玩打发时间,无帮助,,
希望前期能拿到好的头 比如很多第三关才能拿到的,建议,,
总体来说还不错，挺喜欢这种类型的游戏唯一不足的是剧情太短，目前只有三关希望能推出更多的不同种类的职业（骷髅头）是不是可以推出无尽模式或者类似的玩法本人英语较差，所以用的中文版，发现中文版有些翻译与英文版的描述不一致，再就是有些搞不清楚里面的普通攻击力（平A？），技术攻击力（技能伤害？），近战攻击力（只影响近战平A还是也加近战职业的技能伤害？），远程攻击力（同近战攻击力）的概念不知是否可以在装备界面添加属性值，这样属性增减比较一目了然……,建议,缺点或问题,
爆击·爽,无帮助,,
very good,无帮助,,
刷刷爽,无帮助,,
HAOWAN,无帮助,,
发现了一个bug，当你持有无限骨头（道具）的时候有几率触发这个bug，你的某个角色的技能会一直处于无冷却状态，（触发概率不是很清楚但是夜叉我触发了2次）如果官方看到了的话就改一下吧（录了一小段有需要的话可以和我说）,bug,,
玩了十多个小时了，才遇到一次传说小骨，我太难了，进度最高的一次就是姐妹花，用的好像还是稀有小骨。另外建议再多点那个啥，好像是叫天赋吧，用紫色的玩意升级的那个属性，玩了这么久居然连这些名词都记不住......我可能是个假玩家,建议,,
死了从头有点伤,缺点或问题,,
狼人的技能还是改回来吧，手残党表示越进没啥用,建议,,
很好玩的一款游戏 就是有点废手,无帮助,,
嗨 我现在心里都是小骷髅,无帮助,,
超喜欢这种画风,优点或启发,,
打击感十足，十分优秀的横版通关游戏~上瘾呐~,优点或启发,,
很有趣的游戏，比较丰富,bug,,
还不错值得推荐消磨时间的好游戏！,无帮助,,
难顶难顶，死一次就得从头打。初见时还觉得很难，玩一会儿就觉得还ok。这个技能树到后面简直就是没做完的那种，很多都没有用。骨头做的很不平衡，装备不能选哪个换哪个。关卡其实还行就是很重复。打击感真的很爽，爽就完事儿了。,优点或启发,缺点或问题,
是真滴好玩,无帮助,,
很好玩的一款游戏，就是开发有点慢，技能点的使用应该更加广泛，建议添加玩法，不仅仅是闯关一种游戏模式,建议,,
毫无优点的垃圾，为什么？？？同类游戏那么多你做一下对比啊,缺点或问题,,
第一次买游戏，就入手了这款游戏，总体来说蛮不错的，但是游戏有些枯燥，希望关卡能更丰富一些,建议,缺点或问题,
感觉是一个打击感不错的游戏，一开始的时候感觉有点难，因为血包都是打怪有几率掉出或者是商店购买，但是后面掌握到打boss的诀窍后就会简单很多。游戏里反常地以小骷髅为了拯救魔王而去挑战勇者这个故事和可以通过更换头颅变成新的职业是一大亮点，不过目前只做到第3章，希望后面可以出更多的关卡。,建议,优点或启发,
玩穿了来说说。 目前游戏属于早期测试版本，平衡性还有待调整，有的头骨过于弱势（木乃伊，掠夺者），有的头骨过于强势（牛头，死神）。通关之后可以看出剧情可能是还有后续的，等待后续更新吧。作为一款rougelike类游戏，优点有，比如良好的打击手感，新颖的题材（接头霸王）。缺点也有，比如房间数量过于少，打几盘就觉得千篇一律。成长树是不是过于浅。 物品和头骨是不是还有点少， 希望开发商后续可以继续完善。 总的来说还是一款值得一玩的肉鸽游戏。,缺点或问题,,
好玩的很哇哈哈哈哈哈哈,无帮助,,
啥时候能看到自己属性，比如有没有暴击率之类的，个人小意见也许可以考虑之后出个能升级初始小骨的天赋啥的，挺喜欢这个瞬移的技能有点飞雷神的感觉。可惜到后面基本上就不会用了。另外地图上的可破坏物存在感太低了，仅存的存在感就是玩远程小骨的时候卡你的攻击。也可以在通关后加入新模式之类的。总觉得现在的内容是有点少了，虽然难度不算低可以增加可玩性。但内容还是很重要的,建议,缺点或问题,
挺好玩的,无帮助,,
不错,无帮助,,
游戏挺好玩的，但是手感较差，在打关卡时还行，但打boss时瞬间就体现出来，头骨也有些不合理，强的太强，弱的太弱（木乃伊已经废了）。第二关的boss战，拿一个力量型的能卡死（灯神除外）。优点就是换头这一特色，可以进行爽快的连击。总体感觉还是不值这个价钱的，我个人建议准备买这游戏的人还是再观望，看看官方还能更新出什么,优点或启发,缺点或问题,
一进入第二关卡顿明显  游戏体验差,缺点或问题,,
非常有意思，只是只能单机这点实在是遗憾，我相信我会一直玩先去直到通关。非常非常值得推荐的一款游戏，无论是剧情还是玩法上面都是十分吸引眼球的，看出了制作者的用心！！！,优点或启发,缺点或问题,
打完第三关狼   勇者出来  说我实力不够  然后就给我一刀9999   就没了吗   希望快点更新   还挺好玩的,建议,,
很上瘾.希望能多出一点人物,建议,,
潜力很高，接头霸王!,无帮助,,
非常好玩，很喜欢这种明亮的像素风，操作手感很不错，如果稀有头骨的出现概率能再高点就好了。,建议,优点或启发,
作为一款地牢游戏，还是可以的，只是小地图太简单又过于单调，还有很大的空间,缺点或问题,,
有点难，怕朋友砸键盘,缺点或问题,,
好玩，有挑战,无帮助,,
真的非常非常喜欢玩，希望后续更新能有更多内容，场景和小怪稍微有点少了，喜欢游戏能越做越好,建议,缺点或问题,
更新迅速，很好玩，很推荐,优点或启发,,
很不错,无帮助,,
史诗头骨爆率太低了，第二关到BOSS房了都没爆过一个史诗头骨,缺点或问题,,
开发者头上戴着的那个玩意和隔壁小骑士好像,无帮助,,
游戏很棒，很像恶魔城系列风格.打击感也很棒，上手度很高.就是BOSS类型太少，还有后面的剧情怎么打都会GG.只要我手速够快，技能就跟不上我，ohhhh!,优点或启发,缺点或问题,
通过看楚河玩知道的这款游戏，一开始玩那叫一个难，小怪都打不过，但玩多了就会慢慢掌握技巧，很好,优点或启发,,
好玩的  我是虎牙秋说、,无帮助,,
通关好多次了，街头霸王本身设定蛮有意思，但是不管怎么样，都是被勇者秒呗，留着复活都没用。能不能出后面啊，奇美拉已经满足不了我了，我要揍勇者啊。我玩的明明是街头霸王，就硬是一刀砍成无头骑士巴麻美。还有魔女那里数据是不是没改啊，切换头的二级给的护盾是20，复活二级也是应该40%血左右，我看魔女那升级了数值还是没变啊。,缺点或问题,,
练反应的好选择,无帮助,,
故事题材比较新颖，boss设计有挑战性，平衡也不错，非常推荐的roguelike,优点或启发,,
好玩，买就对了,无帮助,,
nb,无帮助,,
好，真的不多说，尤其是作为新游戏(?)有中文这一点就给好评，缺点就在于关卡重复度太高，背板极其容易,优点或启发,缺点或问题,
目前的体验：第一章的恢复宝珠掉落几率非常高，到了第三章概率编的相当低，这个到后面很难啊,缺点或问题,,
牛批啊兄弟，有操作的啊。,无帮助,,
游戏内容一般般 消磨时间  希望以后会越做越好,缺点或问题,,
更新之后tm那两个女剑客怎么打，前几次只给我打一个剑客，我可没空两边都控血，直接被觉醒的打死了，以前还一两次换一个人，现在只给我打一边的，毫无体验，而且之前的小骨只给我耍普通i的，boss箱子连个蓝箱子都没有这还玩个吉儿,缺点或问题,,
不推荐，不是不好目前玩了13小时，说一下想法，换头真的是一个很新颖的玩法，单纯说我自己，基本每局都可以得到两个史诗级的头（运气好就是两个传说），这方面体验感良好。勇士随进程来组队打你真的很有趣关卡整体难度不大，五个小时我就完成了通关。八个小时我就完成了目前所有的升级，剩下五个小时在研究最后的剧情杀（应该是）我试了很多种打法，包括不带道具，只用初始小骨，仍然会被初代勇士一刀9999，至今也没实验出是不是隐藏BOSS.说一下缺点吧。1.关卡重复性过高，小怪刷新地点，地图包括BOSS攻击顺序都有很强的背板型（我第一第二BOSS都可以无伤过了），第三次通关时，已经产生了视觉疲劳。（建议小怪随机刷地点）2.关于技能方面，最后两个大技能不知道是不是我的原因，我发现一级和二级技能描述是一样的，如果都一样我为什么要浪费8000魔石3.最另我吐槽的一点。第三关的实验室，最后一次勇士打完紧接着就是BOSS，让我很伤，后面关卡勇士难度明显比BOSS高（尤其碰上法师，忍者，圣骑士一组时）4.平衡性。真的就是强的真强，弱的真弱（不管是你自己还是敌人）有的头骨真就弱（没错，说的就是你传说级的斗士），也有可能是我不会玩。有的头骨很强和同级的不是一个水准（比如骑士甚至超过部分史诗，tql），史诗级头骨部分很强（指黑暗圣骑士，掠夺者，狂战士，夜叉）。勇士里法师和忍者明显比其他勇士恶心。总结一下，游戏相当不错，也看出来很有心意，但不推荐，估计再过一两月这游戏会相当好了，现在完成度还有些低，建议打折时期购入。另外拿到死神就可以无双了，建议撤掉都是就保留死神（斗士你离我远点我要死神）,建议,优点或启发,缺点或问题
挺有意思，画风萌萌的却十分考验操作,优点或启发,,
好！,无帮助,,
有一说一，真的上头，用手柄打的，大拇指疼。（木乃伊加一个可以召唤龟派气功老头子的技能怎么样？）,无帮助,,
打击感有点差，希望后期优化一下打击感，尤其是僵直问题。然后就是玩法上，为啥别的游戏我都感觉自己越变越强，这游戏我咋觉得我强他更强呢。还有就是画面重复度太高了，这个要更改一下。    最后，这游戏有点难，手残党勿下，真的手残党勿下，我打了一个小时都不知道第三关长啥样，死了啥装备都清零了，我都蒙了。不过确实挺好玩，高玩比较推荐,缺点或问题,,
内容十分精致,优点或启发,,
好玩呐,无帮助,,
好玩。明明是个手残，游戏的时候老是想着怎么用两个骷髅玩出花来，结果就是花里胡哨把自己玩没了。死了将近五十次还在打到第二章，但是不会有暴躁砸键盘的冲动，反而乐在其中。价格的话我觉得有点贵了，然后各个小骨的平衡个人觉得做的不是很好，我能打到那里有点依赖自己捡到的是哪个骨头。偶尔会有小bug，但是无伤大雅，后面好像都修复了？？要是加个小骨图鉴什么的就好了。,建议,优点或启发,缺点或问题
游戏里的小机制很新颖 前期角色过渡也比较简单 大家可以尝试一下,优点或启发,,
我爱死小骨了,无帮助,,
好玩是好玩，但觉得不值得62，但是如果这游戏能有多人联机的功能的话，那一定会非常好玩，b站的up主肯定也会录一期这种视频，然后顺势推广，这波你们血赚的啊,建议,,
就这能有62？是我太穷了还是被割了？,缺点或问题,,
很好,无帮助,,
一命通关,无帮助,,
换头设定很有意思,优点或启发,,
带劲！！！！！！！一玩就停不下来,无帮助,,
勇者血条亮的时候  游戏也就这样了,无帮助,,
游戏玩法很有趣，每个头都有自己的特点。建议继续更新更多的内容增加可玩性，如：增加原始属性点、房间挑战、商店刷新、装备合成、加强普通小骨、增加稀有以上小骨操作难度等。,建议,优点或启发,
小骨也太不平衡，自己划分一下等级。C级：猎人，石像鬼，盾牌B：战士，牛魔，枪，剑，，小丑，斗士，剑客A：精灵，恶灵骑士，暗骑士，掠夺者，忍者S：狂战士（目前没拿到过死神那些的。就个人手残体会）,缺点或问题,攻略,
形态多变，很好玩，但有一定难度，官方可以再多出一点更花里胡哨的头颅,建议,优点或启发,
脸黑的史诗级头骨忒难刷了，都说死神好玩，我都没拿到过,缺点或问题,,
好玩，可玩性多，推荐使用手柄游玩,优点或启发,,
很好玩但是哎，一失败就要从头来，皇宫血球掉落率太低了，真的，到BOOS差不多没血了，还打什么,缺点或问题,,
推荐 游戏，但是不推荐现在购入。游戏的内容相对还非常少，不管是怪物，地图还是骨头的种类，物品，技能都很少。流程也短。价格太贵，目前游戏总体对不起这个价格。不过未来可期。整体玩法是传统的动作类Rouge，也没什么剧情，极其类似死亡细胞，不过受限于内容过少，目前没有特别多的强力流派，平衡性较差，导致游戏体验没有很好，很快便有些单调。但是操作也算爽快，配乐和画面也比较舒服，喜欢动作Rouge和像素风的朋友推荐关注一下。,优点或启发,缺点或问题,
我最喜欢玩狼骨头了（有三段技能的那个），今天用它打败了大树。在那之前还捡到了史诗小骨，叫那个暗黑啥来着。进城的时候又捡到了史诗剑客，太爽了，把那个黛安娜打败了，三次回旋斩加一个一闪，帅啊...结果死在了觉醒的戴安娜手上，不亏啊，这么性感的boss，死了也值。本来说要用火精灵和冰精灵还有10秒一雷霹的装备，顺便开个护盾精华苟过去，但是手贱了，一定要摸一下戴安娜的说。哈。哈哈。。。,攻略,,
好玩，但史詩以上的頭骨出現機率低就算了，又要賭技能是好用的雖然稀有頭骨有小丑這種算好用的希望調整一下第二第三關的更高級頭骨機率，之前有兩三次到第三大關了沒半個史詩頭骨只能用小丑勉強過去還有道具那個殺三回1跟替換兩秒內殺1回1真的拉基到不行，回1滴真的難看,建议,缺点或问题,
游戏很好玩，在我真正玩这个游戏之前我看过几个关于这个游戏的视频，我当时是认为我完全不会喜欢玩这款游戏的，但因为这几天实在是闲的发慌就购买了这款游戏，玩了之后才发觉这游戏居然莫名其妙的让我玩的很爽。赶紧出完剩下的内容吧，我已经熟练到四十分钟就能让勇者一刀9999了。,建议,优点或启发,
很nice,无帮助,,
游戏不错，每一关都是随机的，掌握打法很重要，大部分的小怪攻击都是可以闪避的，有些攻击造成的僵直还没设计好建议改进下，现在我打到扭曲的女神了，有通过的大神交流下。,建议,优点或启发,
打个勇者，怎么个个都能跑到地图外面去，尤其是弓箭手，就是我想开个小屏幕玩，然后旁边看个视频啥的，有其他办法吗？,缺点或问题,,
有种失落城堡的感觉,无帮助,,
好玩无敌就是有点费键盘,无帮助,,
除了boss到boss之间小关卡太多，我觉得ok，我说我觉得！,缺点或问题,,
好评没的说，“接头霸王”实至名归，换头=换职业的设定也非常有意思。,优点或启发,,
换头！换头！死，加点，继续换……在重复循环14次死亡之后，我终于能够打败第三关的boss了，在一次次的重复中，我切实感受到了自己在变强。希望早日玩到完整版，让我能够和真勇者一较高下。,建议,,
看某E姓男子直播时心血来潮跟着入了 看别人玩是轻松 但是自己打又是另外一回事 初见第一个小BOSS我甚至差点暴毙更别说第一章关底Boss 游戏的画风真的很赞 没想到小骨可以这么可爱 魔女可以这么大 配乐方面中规中矩  重点是，战斗发面倒是真的爽 换头也是够花里花俏不过前期头骨的爆率真的迷醉 有时第一章都可以开出传说 有时打到了第二章还是用着普通头骨 就很吃力 脸再黑一点连装备和珠子都不给你好的  而且怪的数量不少 越往后面越难 说句实话上手初容易 但是后面堆怪血都不知道怎么掉的 哪怕你小关苟了过来 遇到双Boss三Boss难度基本是瞬间上了一个档次 一二三章关底Boss也都不是一个级别 尽管可以背板 但是失误重来还是挺那个的游戏可以升级自己属性 可以在商店买装备  考验技巧的同时也需要合理搭配头骨和装备才能打 目前游戏就3章（大关）吧 官方一直都有在更新 很期待游戏以后的剧情（打完第三章关底Boss还没有交代主线剧情） 后期大概率会有全新的玩法和敌人以及地图 毕竟游戏开了坑 而且刚正式上线不久最后希望能加强一下狼人和弓箭手 都是稀有但实用性实在太差了 反而品质普通的NTR牛头人却可以大屁股坐到关底 （虽然现在牛头人改成稀有了 大屁也削了：)PS：这个游戏真的上头 我已经通宵打了几次了         设置里有针对新手的模式 血压高了可以开来看看（其实菜的话该死还是得死 ）,建议,缺点或问题,
难度不高，很有趣,无帮助,,
主要靠后期 先把血量搞上去 就是重复太多次会有疲倦感 感觉恶灵骑士配阿拉丁最好用,缺点或问题,攻略,
说一下玩了几天的感受。首先是第一关1-1的商店问题，如果你出门不是带着工资装（卡利恩军阶）那么第一个商店进去后道具基本一个也买不了，因为那几个小关的怪给的钱完全不够，只能买吃的或者看着。小精灵系列的道具大部分都是毫无作用伤害不痛不痒就算了，AI极差总是不打怪物.反而一直在打建筑物（传说的黑精灵除外起码伤害是有了，毕竟是个传说。）甚至在第三关还一直打瓶子坑人，经常出现在商店霸占那为数不多的道具位置。然后就高品级的道具掉落和关卡问题，一二大关基本就没有史诗和以上品级的道具（第二大关关底BOSS箱子除外），前几天火药剑箭这俩还在稀有时还能偶尔爽一下顺便还能拯救个木乃伊，结果这几天升级史诗了，前两关彻底没啥惊喜了全程毫无以外可言，枯燥不堪。而到了第三大关史诗和以上品级的道具概率提升了一大截，各种史诗时不时还给个传说.和前两关形成了极大的对比，可因为关卡环境问题哪怕你有一身好道具+好头骨也因为各种丢瓶术士+自爆怪物打的不爽，哪怕打爽了却因为这是最后一关.好不容易憋屈了两大关才刚开始爽就没了……（史诗和以上品级的道具在前两大关我这碰到的干脆的一只手都能数的过来，精华到是时不时能碰到个史诗的，头骨偶尔也能碰个史诗的。）希望能适当调整一下前两大关的高品级道具的掉率问题，尤其是小BOSS于大BOSS的箱子，起码能拯救一下低等级的头骨。,建议,缺点或问题,
真的好玩当你从拜倒在精灵长老开始一步步学会蛇皮走位再到各种瞬秒流派你可以在这个游戏中得到充实你甚至可以在其中验证你欧皇的潜力总之这是一款很好的游戏希望开发者能够再接再厉,优点或启发,,
游戏很好玩，期待更新,无帮助,,
非气蔓延，经常打到boss都还没一个能用的，就拿着个枪兵，剑兵去打大树，难受,缺点或问题,,
地图数量还是太少了，玩多了有点腻。建议持续添加新的骨头，boss也可以更丰富一点。第二张图的boss难度跨越有点太大了，打了好几次才打过。总之是个消磨零碎时间不错的小游戏。打击感和金币彩蛋还是蛮有趣的。对了，背景音乐也可以更新一些！,建议,优点或启发,缺点或问题
小骨概率是不是改了，更新之后前几关只能掉盾枪狼石怪,缺点或问题,,
目前三关，手残的第一关能过都很悬，玩久了能过第二关，但是没好头基本没办法打。除非你每个怪研究透了还要像玩魂游戏一刀就走，不然第三关基本过不去。新手模式能给你+100血上限，但是不影响怪物难度，你要是想着这游戏新瘾来玩一下也可以，等到时候完善了游戏再来买也可以。话说通关了直接勇者斩首还是有点令人不爽。,缺点或问题,,
very nice~~~~,无帮助,,
难度有点大,缺点或问题,,
贼好玩，要上瘾,无帮助,,
what a good game! but i am a handless,无帮助,,
莽（song）就完事了,无帮助,,
下载之前：这游戏能好玩吗？这么多好评下载之后;卧槽，真香！顺便一问奇美拉过了就是通关了吗？感觉没那么简单就结束了吧..,无帮助,,
这游戏太破坏心态了，什么鬼概率，你玩多了才会发现有更高级的头，概率太高了！！！根本不知道传说能有几次，等于没出过，还有没有保存！！！打了很久没得存档，白打了。不推荐这游戏，真的跟浪费钱似的，设计师怎么想的，有礼貌地请问一句你上班带脑吗，单机游戏，不是抽卡，一局下来可能连史诗都没出，你知道这么小的概率什么意思吗？我不知道你怎么想的，还没有图鉴，起码看看有什么头啊，你看都看不了，跟我上面说的传说都不知道有什么,缺点或问题,,
消磨时间的不错，操作性也不错，就是没办法一口气打过关底有点让人无奈,优点或启发,缺点或问题,
很有创意，尤其是BOSS设计，虽然招式单调，但是以这种画风还是能显现出华丽的战斗。,优点或启发,缺点或问题,
感觉更新之后BOSS更难打了。第三关的奇美拉死神都过不了（原谅手残党）。新出的小骨感觉有些鸡肋，有些道具实用价值不高，而且天赋点满之后游戏难度并没有降低的感觉，反而感觉比之前更难，之前能稳定打到奇美拉，现在过姐妹都有些难了。,缺点或问题,,
太鸡儿好玩了,无帮助,,
太好玩了,无帮助,,
总体体验很好，就是感觉游戏玩法还不够有趣，流程也略短了一些。,缺点或问题,,
就我的感觉来说，我个人是挺喜欢当一个魔物体验一下魔物打勇者的感觉,无帮助,,
期待正式版  希望多一些头颅,建议,,
我已经通关三次，技能点也点满了，现在玩着已经很乏味了，期待完整版的到来。我提几点游戏的不足之处吧。1.经常会出现怪还没有刷出来，下一关的门都又打开了2.第三关那个扔药瓶的跟个透视加自瞄一样，隔多远都能扔到3.确确实实好的头骨前期太少了，只有第3关开始极品的才多4.远程太弱了，根本玩不了,缺点或问题,,
第三关出来就是恶心人的？不给回血道具算了，商店我都遇不到怎么玩？,缺点或问题,,
还行，但玩很久会有点腻，还要改进，加入更多元素,建议,缺点或问题,
过了第三关，然后就剧情杀，期待后序开发,建议,,
很有趣的游戏，至少我这么觉得。骷髅很多，传说的中只觉得死神强，斗士和另一个都要控制能量很麻烦，精华火龙最强（个人认为）,攻略,,
想玩好他，去练死亡细胞，练久了，就玩好了。,无帮助,,
yysy，高级的骷髅还是太少了，翻来覆去就那三个传说：斗士，夜叉，死神。两个力型一个平衡，不过斗士还是挺强的，怒气满了还会砸瓦鲁多,缺点或问题,,
目前一直卡在第三章，就直接说问题吧。1：游戏操作时偶有卡顿现象，影响操作手感与连招2：随机性一般，前两章的每张地图我已经快烂到心里去了3：装备获取途径少，boss爆出实用性装备的概率也低，虽然你们说会增加中途遇到的孩子给出高级装备的概率，但是我觉得至少也应当增加在商店刷出高阶装备的概率，头骨亦然4：史诗&传说头骨获取概率低的可怜，有时即使刷到了高级头骨也不一定是有用的，比如传说的斗士头骨，站桩输出收益还低，不如一些史诗甚至稀有，有时候我从1-1打到3-1都见不到一个高阶头骨，哪怕是史诗都见不到，普通稀有打天下呗5：既然是一命通关式游戏，就不奢求你们会搞所谓存档功能，但是每次打boss前好歹搞个商店吧，有几个游戏是什么都不准备就去挑战boss的啊，残血装备还差，事前准备也不让，小说都没这么写的好吧综上所述，除去以上几点，这款游戏还是一款不错的游戏，当然不建议全价购买，什么时候打折了再考虑入手吧= =,缺点或问题,,
游戏蛮好玩的，就是关卡少了点，希望多出点骨头！每个骨头都感觉做的超棒！就算初始骨头也很有兴趣，Q标记W二段飞雷神！另外有个道具可能有点影响平衡了，每4秒放技能减4秒技能CD，我死神30秒的技能CD不知道怎么切换的10秒放了3次？？？希望能改改，只要有这个装备我每次都能锤死奇美拉，毫无难度。【奇美拉无脑打法】：进去前保持150左右血量，1个史诗1个传说，攻击力加成50以上，无脑AS切换AS，CD不够接X，能躲躲不能躲扛着打。踩地板时等地上红1秒后二段跳，落地后看时机二段Z躲喷毒{这个技能能打50血以上}，只要躲这个技能随便打。,建议,缺点或问题,攻略
骨头和地图不够丰富啊，玩的有点腻了呀，通关多了就没意思了,缺点或问题,,
好玩，肝就是了，还有双盾兵强无敌，无脑切换拉护盾，可以平A死那只紫色的奇美拉，吹爆！掠夺者技能好评！（双盾兵过了第一遍了，难度还行，觉得恶心的怪嘛，就盾兵和枪兵）,优点或启发,攻略,
很惊艳的游戏，有几点意见供参考吧。一是冲刺：冲刺能否允许取消技能普攻？这样手感会更流畅。而且强化冲刺的无敌时间并无表现，希望无敌时间内能有闪烁或特殊颜色表示。二是希望完善更多不同的流派吧，比如我就挺喜欢加盾的玩法，玩起来很有安全感，希望能丰富不同的头颅和装备。,建议,,
还阔以，就是难了点,缺点或问题,,
开放世界高清版我的世界,无帮助,,
真的好玩，刺激,无帮助,,
~~,无帮助,,
大型开黑游戏群招人！！！黑暗之魂、求生之路、揍击派对、女巫来了、方舟、人类一败涂地、i will eat you、火柴人大乱斗、难死塔、彩虹6号、超级鸡马、.......各种开黑游戏都可以在这个群里一起找人玩。群号：201318928！不用怕生，不要担心游戏看不懂不会玩，都没有关系!群里的人都巨友好欢乐，如果你是刚刚入手这款游戏，也可以进群里找几个大佬带着一起玩。只要是你喜欢的友尽向游戏亦或是别的开黑游戏，都可以来群里！总之！如果你喜欢和朋友开黑搞事的感觉，一起进群。,无帮助,,
Mac根本无法运行游戏是几个意思？分辨率开到800x600也完全无响应？,缺点或问题,,
非常好玩的游戏，融合了我的世界，绝地求生，CDDA大灾变，希望游戏持续更新，能做些仿生科技，合金装备等，再加入些BOSS就完美了。,建议,,
还是超级好玩的~有一起玩的可以加好友啊！萌新一个就玩最简单的就好啦~,无帮助,,
不错不错,无帮助,,
一个人玩好无聊，有没有人一起玩啊,无帮助,,
优化太差 特别吃内存,缺点或问题,,
这游戏很有意思 希望以后更新的会更有意思,无帮助,,
我之前是A10盗版玩家玩到A14。这回7日杀终于有春天了！！！！！！！！！！！！这个好评是给非官方汉化组们的付出的努力！还有感谢开发商们给了中国玩家一波惊喜，加入了官方简体中文！不过现在目前来看不过是机器翻译的。但是如果能找些会中文的更好！不过现在还剩下优化了，下次优化再接再厉！,建议,,
吱吱吱吱,无帮助,,
游戏性是不错的，但是联机优化极差，和朋友根本没办法一起玩，白买了,缺点或问题,,
联机游玩体验极差，连接超时   正在连接服务器   没辙  蓝瘦,缺点或问题,,
最近终于出官方中文了，虽然玩的时间不长，但是非常喜欢，哈哈哈不说了果断给一手好评,无帮助,,
很有意思，难度足够,优点或启发,,
HAO,无帮助,,
发展路线啥的都挺清晰的，多人玩特别欢乐hhhh,优点或启发,,
以前盗版12版本13版本玩了一段时间，后面现在来补票，但是自我感觉与盗版没什么区别了，甚至于这个游戏达到了不加mod就进不去的局面。 然后说说游戏体验，这个游戏是我见过最有生存感觉的恐怖生存题材游戏，和朋友开黑生存是不二之选,优点或启发,缺点或问题,
在家艹媳妇80多次才给我买的游戏很好玩,无帮助,,
如果能开个第三人称，优化一下画面和角色建模，开个官方服务器，这游戏就无敌了。,建议,,
开黑欢乐多,无帮助,,
沙盒，末日，建造，如果优化好一点就行了，丧尸最近牙口好像过于好了一点，有点不真实,建议,缺点或问题,
66666,攻略,,
很好玩的求生游戏,无帮助,,
不错的游戏  有趣的MOD,优点或启发,,
你出汉化我给好评就完事了,优点或启发,,
奥利给,无帮助,,
耐玩 自由度高,优点或启发,,
sb,无帮助,,
和朋友联机一直接受配置文件,bug,,
hhhhhh,无帮助,,
111,无帮助,,
有了中文版的就更好玩了,无帮助,,
棒棒,无帮助,,
已出官中，游戏体验非常好。高清版的MC,优点或启发,,
求解下我电脑是win10的一直卡在加载界面显示生成环境就卡在里面了求助啊,bug,,
挺好玩啊,无帮助,,
出官中了支持一下~~~~~~~~~~~,优点或启发,,
懒得装汉化补丁好久所以好久没玩了，今天一打开居然更新汉化了，14年到20年，终于汉化了。,优点或启发,,
居然出了 官中，没玩过的兄弟强烈推荐,优点或启发,,
虽肝但爽,无帮助,,
有Chinese就好评,优点或启发,,
入手很长时间了，感觉游戏优化很好，美中不足就是木有创意工坊，这也是我唯一想吐槽的地方了，这款游戏主要是我感觉多人开黑能比较有趣吧，毕竟自己一个人玩也是很孤单的。,优点或启发,缺点或问题,
汉化NB,优点或启发,,
游戏不吃配置，和朋友一起开黑绝对是个不错的选择,优点或启发,,
内容多既是优点也是缺点  上手之后非常的好玩,优点或启发,缺点或问题,
裂了,无帮助,,
怎么说吧  很早以前玩过，那时候是网吧盗版联机，现在买了正版，怎么说呢，就是和好兄弟一起玩很有意思，刚开始不知道怎么玩，慢慢的摸索出来，有了交通工具什么的，不说了  就是肝,优点或启发,,
游戏里面脑残太多，闪,缺点或问题,,
真实,优点或启发,,
傻逼游戏,无帮助,,
有中文不解释了.自认为已经是在僵尸生存建造里可玩性非常强的游戏.,优点或启发,,
开黑，好玩儿,优点或启发,,
看我时长,无帮助,,
物美价廉的黄油，每当夜晚来临在野外会有xx，准备好手纸。圣光补丁在哪我忘了，不打补丁落败的CG也很赤鸡。嘿嘿,无帮助,,
