comment,label_1,label_2,label_3
真 好玩,无帮助,,
前线 叛军 杀光 大本营 稳定 地区 刷 ？,缺点或问题,,
挺 有意思 太难 也许 看个 攻略 ？ 简单 真的 过分,缺点或问题,,
期待 后续 更新 可玩 内容 符合 价格,缺点或问题,,
挺 有意思,无帮助,,
太难 … … 真是太 难 … … … …,缺点或问题,,
时间 时间 ？ 关卡 多一些,建议,,
机制 确实 NT 整体 不错 希望 完事,建议,缺点或问题,
希望 更 玩法 地图 手游里 两军 交战 时 战力 配比 希望,建议,,
  game  ,无帮助,,
建议 购买       神经病 游戏   游戏 设计者 估计 没玩过 游戏     堂堂 正规军 打不死 几个 叛军     离谱   叛军 首都 无中生有     厉害     点 警察 政策   家门口 搞 一堆 叛军     统治者 门前 诞生 反叛者   无能     统治者 赢得 战争   无能 君主 搞 民主     撤军     正规军     飞机 坦克 加 一堆 赛亚人 没 办法 应对 首都 军队     困难 模式 更 奇葩     不忍 吐槽     无限 繁殖 叛军   正规军   应对 千军万马   服气 游戏 策划者     游戏 质量 瘟疫 公司   天差地别,缺点或问题,,
看似 自由度 很大     失望,缺点或问题,,
好玩 费时间,无帮助,,
我服 百分百 稳定 出 叛军 ？ 军事 点满 依然 打不赢 叛军 ？ 明明 包围 突破 ？ 叛军 移 速比 快 部队 没 完 跑 地区 后期 谈判 出 好几个 叛军 四个 部队 打个 屁 90 hp 没 一会 全掉 完 不出 叛军 模式 玩玩 ？,缺点或问题,,
瘟疫 公司 玩腻 试试 不错,无帮助,,
伪善 民主 制度 教会 强势 政权 这是 一个打 鼠类 游戏,优点或启发,,
游戏 找 CIA NGO 取 取经 期待 后续 更新,建议,,
玩 小时 想 叛军 强 我方 战力 形同虚设 围歼 死 有时候 围歼 突破 包围圈 ？ ？ ？ 叛军 和平谈判 抓 支持率 高 地方 叛乱 ？ ？ ？ ？ 坦克 真的 憨 步兵 打不死 上山 慢 还贵 做 ？ 游戏 改名 叛军 无双 乱 杀 战力 联合国 部队 真 垃圾 支持率 高 地方 收益 ？ 回合 发 低保 三星 难度 玩 特别 玩 军阀 人均 25 仔 民兵 只会 钱 吃软饭 叛军 要钱 倒 快,缺点或问题,,
玩 渐渐 味儿 味儿 懂 点儿 老铁点 赞 真的 蛮 有趣 脚滑 阔怕 法宝 丢 推荐 跑酷 捡起来 费 等级 等级 右下角 ？ 明明 修仙 游戏 玩起来 丢 丢克 苏鲁 味儿 操作 有点儿 出戏 XD 挺 偶有 bug 敌人 浮空 极少 浮空 物理 飞升 系统 反正 玩 不错 有种 云里雾里 感觉 太仙 探索 确实 好玩 存档 点 挺 不算 太 恶意 话 说 960 真的 老 瀑布 粒子 地方 卡,bug,优点或启发,缺点或问题
难度 感觉 行 刚 秒杀 小兵 剑阵会 远 距离 攻击 勾引 黑影 第二个 小兵 位置 锁定 秒杀 说 实在 手感 挺 反斩会 好爽,优点或启发,缺点或问题,
  游戏 暂时 品质 值得 入手 打着 支持 国产 做 慈善 心态 买,缺点或问题,,
超级 惊喜 游戏 挺 流畅 喜欢 古香古色 仙侠 游戏 感觉 很棒,优点或启发,,
操作 流畅 游戏 流程 不拘一格 固定 套路 心目 中 仙侠 完成度 不高 这才 剑 仙 这才 仙侠,优点或启发,,
傻 逼,无帮助,,
看过 作者 b 站 放 一系列 视频 终于 入手 摸 游戏 感觉 作者 真的 玩家 角度 优化 做 用心 总体 游戏性 高 算是 惊喜,优点或启发,,
不错     太难 国产 游戏 一点 支持 作者 用心 做 买 支持 体量 太 开发人员 单一 完善 地方 美术 动作 画质 模型 在座 有没有 喜欢 做 游戏 美术 建模 作者 合作,缺点或问题,,
手残 路痴 党 死亡 成死于 跳 崖 找路 攻略 找 小时 建议 恐高症 路痴 患者 谨慎 入手 游戏 机制 总体 不错 画风 难 接受 打击 感 尚可 期待 出下 一关 优化 泉水 泉水 识海 麻烦 读图 慢 物品 栏 少 改进,建议,优点或启发,缺点或问题
飞 好爽,无帮助,,
卡 第一个 BOSS   心态 崩 锁定 状态 右 闪避 闪避 方向 吊起 闪避 出招 突 BOSS 脸 相比 类似 游戏 锁定 状态 闪避 时 方向键 哪往 闪避 需 优化 一点 第一个 BOSS AI 机制 攻击 二人转 攻击 连续 一种 攻击 招数 二连 场地 几个 尸体 剑 导致 闪避 阻拦   BOSS 阻拦 难受 另一边 … … PS 地图 场地 高处 地面 凸起 跳上去 边缘 往下掉 滑腻 真的 … …,建议,缺点或问题,
难度 高 慢慢 越到 越 好玩 地方 自由 探索 有趣 希望 早点 做 完,优点或启发,,
新手 友好 游戏 很赞,缺点或问题,,
难以 评价 游戏 画质 难受 游戏 动作 优秀             游戏 画质 难以 入眼 过场 人物 粗糙 表情 呆板 地图 简单 精度 低 缺乏 画风 UI 简单 美感 代入 感 剧情 简陋 近乎 BGM 单调 变化 很小               相 缺点 游戏 系统 出色 流畅 出剑 动作 潇洒 拉风 伤害 判定 精准 躲开 受伤害 情况 游戏 技能 数量 招式 华丽 充满 仙风道骨 游戏 连招 浮空 破招 躲闪 到位 玩起来 爽快 游戏 充满 恶意 黑魂式 硬核 设定 灵泉 复活 内息 翻滚 无小 地图 一系列 设定 暗示 受苦 游戏 兼顾 鬼泣 式 爽快 黑魂式 受苦 游戏 定位 矛盾 结合体 游戏 高难度 游戏 更 偏向 受苦 方向 发展 绚丽 招式 更 大神 秀技 方式 玩家 安心 享受 开发 组 游戏 简单 难度 增加 地图 降低 轻功 难度             出色 系统 缺乏 剧情 填充 游戏 玩法 显得 空洞 游戏 整体 完成度 低 光靠 出类拔萃 动作 系统 很难 吸引 玩家 购买 优点 动作 细腻 招式 华丽 硬核 判定 挑战性 缺点 剧情 简陋 缺乏 填充 画质 粗糙 难以 入眼 关注 鉴赏家 蛋蛋 荐 游团 https store steampowered curator 35596718,建议,优点或启发,缺点或问题
支持 独立 游戏     自闭 试着 死 几次 好几年 前 b 站上 作者 直播 做 游戏 游戏 发售 买来 玩玩 几个 场景 多个 剑核 多个 boss 无腿 麻秆 灵魂 侠士 作者 付出 努力 游戏 打击 感 足 连招 挺 难度 高 最低 难度 老 惨死 一段 山体 隧道 地图 实在 自闭 黑咕隆咚 蹦出 四五个 怪 围殴 瞬间 暴毙 惊讶 作者 脑洞 想 出 各种各样 场景 作者 整天 群里 叭叭 现场 传授 武功   离忧 做 游戏 懂个 锤子 剑魄   doge   游戏 大卖 早日 做出 第二章,优点或启发,,
第二个 御剑 剑 核 飞天 右键 无限 远程 浮空 敌人 鸟 女外 伤 两分钟 打死 堕龙 吊打 重剑 正面 肛太强 无限 破绽 砸 地上 原地 站 桩 打法 可惜 飞 bug 重剑 出招 气息 初始 人物 戴血 面具 模型 几秒 消失 失手 升级 道具 打死 ？ 开 新档 ？,bug,缺点或问题,
越玩越 上头 无论是 飘逸 博弈 无脑 逃课 过瘾 推荐 探索 学习 能力 玩家 入手 入手 需知 剑魄 当成 市面上 类型 游戏 从零开始 游戏 节奏 节奏 游戏 模式 感受 仙侠 ARPG 魅力,优点或启发,,
国产 硬核 受苦 ACT 剑魄 剑魄 离忧 一人 独立 制作 哔哩 哔哩 持续 直播 开发 过程 美术 动作 一人 依托 虚幻 强大 引擎 游戏 动作 流畅 简单 概述 鬼泣 遇见 黑魂 地图设计 灵泉 篝火 设定 内息 体力 类魂 元素 动作 连招 受苦 路 人物 模型 简陋 点 游戏 场景 宏大 崩坏 建筑 依旧 古香古色 自由 全 场景 无缝 衔接 空气 墙 地图 任意 穿梭 路径 路痴 很大 困扰 转来转去 原地打转 游戏 打击 感 尚可 重 攻击 消耗 蓝条 发动 攻击 敌人 时会 回蓝 不缺 蓝 闪避 体力 刚进 游戏 时有 连招 教程 轻轻 重挑 飞后 无限连 招 操作 剑体 等级 单挑 boss 一位 大侠 轻功 重中之重 消耗 内息 空中 地面 冲刺 游戏 教学 关卡 第一关 平台 跳跃 下落 时内息 下降 清零 坠地 冲刺 过后 调整 内息 内息 减少 伤害 随之 降低 游戏 三种 模式 凡人 简单 真灵 真仙 困难 第一次 接触 本作 玩家 推荐 凡人 模式 先 游戏 敌人 攻击 瞬间 身侧 背后 破绽 凡人 模式 敌人 身边 以红圈 显示 攻击 破绽 会击 晕 敌人 贴身 轻击 触发 处决 伤害 第一个 boss 玄霄 三四次 处决 打败 只用 普 攻打 半天 熟悉 游戏 操作 选择 真灵 真仙 模式 凡人 接触 领域 本作 一大 特色 boss 每次 击败 剑灵 boss 剑灵 剑 核 改变 形态 剑灵 技能 想象 boss 很帅 仙侠 法宝 行 游戏 中 各式各样 法宝 隐藏 通道 阴阳 面具 回血 木棉 葫芦 果粒 橙 死亡 掉落 乾坤袋 每次 死亡 捡 尸体 捡 袋子 幸好 法宝 远距离 召唤 回血瓶 跑 怪 面前 不好 游戏 抢先 体验 阶段 bug 每次 读盘 很慢 确实 一款 游戏 希望 离忧 找到 志同道合 朋友 组建 工作室 带来 全新 游戏 体验 关注 鉴赏家 蛋蛋 荐 游团 https store steampowered curator 35596718,优点或启发,缺点或问题,
新手 教程 轻功 跳 飞 真的 空格 空格 shift 飞 距离 差 好多 脑袋 平台 地面 高 砍 几刀 挺好玩 电脑配置 低 只能 全开 中 看着 好糊 日后 买,缺点或问题,,
玩 游戏   精彩 分析   好玩   mod 带感   未来 肯定 更 有意思   我用 数码宝贝 mod 带 亚古兽 带感,优点或启发,,
松鼠 搭 足够 开放 框架 mod 作者 游戏 足够,优点或启发,,
优先 国产 游戏 奥利,无帮助,,
画质 不行     崩溃,缺点或问题,,
想 问 一句 满 地图 跑来跑去 游戏 四分之三 时间 找 地图 有意思 ？,缺点或问题,,
乐意 分享 款 游戏 希望 新手 刚玩 先不开 mod 完完整整 游戏 体验 一遍 bug 体验     游戏 一点点 看法 bug 先 说 官方 修复 挺快 玩 60 多个 小时 大部分 乐趣 创意 工坊 指 剧情 玩法 体验 完 开 第四个 档     耐久 限 必备 想 第一个 档 高级 饰品 耐久 好像 多用 一会 顶级 修复 每次 超级 心疼 大佬 人物 优化 养眼 活力 工坊 更新 张月 剧情 打通 可惜 意犹未尽 感觉 希望 地图 里 地方 早点 实装 期待 出新 区域 英语单词 背 几个 镇名 倒 熟 不行 拳套 啥时候 出 操作 优化 张月 瞬移 技能 视角 跟上     难受 啥时候 搞 走 a 方式 远程 武器 真 习惯 人一散 点 不到 不用,建议,优点或启发,缺点或问题
2.5 d 武侠 骑 砍 爱 爱,无帮助,,
支持 国产,无帮助,,
不错 游戏,无帮助,,
挺,无帮助,,
自由度 高 立绘 好看   内容 少 期待 更新 更 内容,优点或启发,,
挺好玩 资料 太 少,缺点或问题,,
不错 中文 游戏 希望 剧情 充实,建议,,
10 白 给钱 游戏 五脏俱全 缺头 背影 杀手 原画 好看 建模 串戏 游戏 玩法 千人 团战 很爽 开 无双 龙卷风 几百号 人卷 一个点 爽 开 创意 工坊 支持 创作 游戏 白 越 穿越 少 疯狂 猎鹰 前期   毒蝎 带 一群 清凉 妹子 打天下,优点或启发,缺点或问题,
配置 不高 游戏 手 绘画 风 内容 赞,优点或启发,,
interesting,无帮助,,
感觉 不错,无帮助,,
玩 12 小时 沉迷 游戏 无法自拔 懂,无帮助,,
主线 没 动 光顾 做生意,优点或启发,,
我人 傻 建造师 牛 逼,无帮助,,
怀疑 游戏 偷工减料 士兵 单个 选中 据点 据点 士兵 合并 建筑 拆除 造好 士兵 主动 消除 不能不要 老 低级 士兵 恶心 玩家 进度 判断 商人 卖 很难 ？ 强行 随机 硬 凑 流程 长度 玩家 屎,缺点或问题,,
游戏 不错 建筑 技能 统一 弄 侧栏 更好,建议,,
魔性 上瘾,无帮助,,
推荐 挑战性 杀 时间 几点 英雄 强度 差异 较大 卡牌 太 废 副作用 60 金 抽卡 造好 低级 兵 删掉 死 换 高级 兵 单独 调动 兵 兵移速 太慢 没法 支援 另一边,缺点或问题,,
好玩 卡牌 塔防 游戏 噩梦 模式 展现 部落 成长 没落 试玩版 说 说 需求 正式版 符合 打开 暂停 键来 规划 防守 发展 拖 卡牌 约等于 暂停 舒服 两百 人口 太难受 噩梦 模式 请 开放 人口 游戏 关键 人口 我用 将军 张 升级 繁殖 爆 人口 死 49 波 黄鼠狼 双 BOSS 一波,建议,,
游戏 可玩性 游戏 过程 中 感觉 游戏 内容 完整 游戏 中 角色 卡牌 技能 开局 时 特色 角色 获胜 方式 区别 全 看运气 优劣 兵种 优劣 游戏 关卡 难度 设计 简单 难度 难以 通关 享受 乐趣,缺点或问题,,
rouguelike 卡牌 模拟 经营 相当程度 模仿 杀戮 尖塔 开发者 建议者 里 致敬 杀戮 尖塔 创意 很大 中 前期 体验 不错 说 说 缺点 rouguelike 做 不算 事件 触发 摸透 随机 玩家 获取 东西 事件 怪物 一套 不记 东西 20 波 BOSS 会冲 城墙 平衡性 做 卡牌 通关 一套 阵容 就行 鸭 骑士 天下无敌 配个 圣盾 奶妈 通关 30 没什么 强大 卡牌 挤压 军事 卡牌 生存空间 卡 没 上场 机会 游戏 经营 游戏 卡牌 出 商店 刷 游戏 刷 鸭 骑士 强化 鸭 骑士 游戏 找到 最优 解 索然无味 开发者 一点点 建议 寻思 开发者 看不懂 中文   可刷 卡牌 刷 建议者 做 combo 杀戮 尖塔 腐化 树枝 战 combo 无解 接受 难 即可 多局 游戏 重复 保障 卡牌 用武之地   尽量少 快速 点击 卡牌 讨厌 设计 想 冷静 思考 最优 解 边卡 时间 抽卡 刷钱 下怪 无脑 点击 开发者 有没有 鼠标 连点器 东西 ？ 甚者 开发者 有没有 主机 平台 手柄 玩 ？,建议,优点或启发,缺点或问题
好玩   关键 卡 固定   抽 不到 血崩,缺点或问题,,
666,无帮助,,
几张 卡 强 女巫 建筑 职业 最强 女巫 科学家 玩起来 真的 很爽 节奏 快 战士 下限 垃圾 军事 卡 buff 真的 脸 游戏,优点或启发,,
挺好玩 太难 一出 大怪 加船 崩 可能性 太高 长 血 削弱,缺点或问题,,
迫击炮 老鼠 近战 小兵 伤害 迷茫   近战 小兵 防御 敌人   痛击 太难,缺点或问题,,
花 原价 买 游戏 挺 有意思 显卡 游戏 无聊 玩玩 有意思 策略 建造 卡牌,优点或启发,,
非常适合 空闲 时 拿来 烧 时间 一款 小游戏 有趣 值得 价钱 希望 还会 持续 更新 更 内容,优点或启发,,
nice,无帮助,,
局难 无比,缺点或问题,,
游戏 挺好玩 瑕疵 巫师 领导者 技能 出错 显示 成 技能 挺烦 近战 单位 视距 太短 有时候 一堆 吃瓜 群众 看着 杀怪 不动 情况 有人 希望 改进 后期 兵种 单一 反正 玩 20 小时 获胜 几局 全是 鸭 骑士 十几个 鸭 骑士 配点 武器库 游戏 兵种 后期 吃力 希望 游戏 做 更 精致 买 玩 舒服,缺点或问题,,
挺好玩 暗 看久 眼睛 酸 加个 调节 亮度 功能,建议,缺点或问题,
好玩 Rouglike DBG 游戏   紧张 喘息 空间 值得注意 卡牌 强度 几个 领袖 之间 平衡性 建筑 之间 强弱 流派 之间 真的 处于 测试 .... 建筑师 强 发质 几个 角色 挣扎 求生 卡牌 收益 迷 希望 制作组 美术 余 角色 之间 平衡 卡片 多样化 展现,建议,缺点或问题,
这是 随缘 游戏 人品 尽情 刷 人品 别跟我 说 技术含量 玩 几遍 基本原理 操作 不算 难 人品 有时候 看不到 第一关 boss 整体 玩 不错 滴 至少 游戏 贯彻 一点     随缘 ~,优点或启发,缺点或问题,
困难 前期 怪物 血量 厚 说 周期 快 前期 兵 减员 后期 前期 军事 卡时 累积 远程 兵种 敌方 远程 兵种 攻击 吐 几个 酸液 球 吐死 好几个 更新 敌方 远程 输出 精准度 上调 民兵 队长 前期 鸡肋 波 拖时间 拖 兵 数量 叠 GG 噩梦 模式 全 运气 后排 全死 前排 盾牌 兵 房子 围墙 旁边 敌方 远程 破坏 出 僵尸 老鼠 GG 游戏 平衡 度 好好 ？ 难而难 ？ 后期 全 运气 有意思 ？ 一点 忍 敌方 远程 刚来 民兵 队长 盾牌 兵 站 敌方 近战 警卫 兵 死 没剩 几个 明白 盾牌 兵索 敌 短 BUG 新出 航海家 解锁 卡片 迫击炮 兵 搞笑 ？ 放在 后排 前排 兵 对面 杀死 炮兵 炸死 房子 破坏 出 僵尸 老鼠 后排 兵 跟着 炸死 军事 卡 作用 何在 ？ 增强 卡 维修 卡 死守 围墙 ？ 卡组 配合 技能 牌组 感低 出 几张 效果 体验 别跟我 说 前期 有用 嫌弃 卡手 扔 有人 说 前期 长枪 兵必 减速 敌方 远程 攻击 波 胖子 顶 警卫 兵 秒 掉 胖子 敌方 远程 喷出来 警卫 兵 消耗 运气 守到 30 波后 兵营 强化 军事 卡 属性 前排 顶不住 敌方 近战 特别 敌人 叠 近战 死伤 殆尽 类似 黄鼠狼 捕贝者 带 贝壳 顶 头上 防御 远程 敌人 恶心 死 我方 守卫 攻击 不高 快速 清掉 导致 叠 三十多个 远程 攻击 挡住 围墙 顶不住 GG,缺点或问题,,
好玩 翻译 更 准确 更好,缺点或问题,,
玩   终于 玩   后期 挑战性   打到 58 回合   发现 好多 建筑 没用   领土 扩建     建筑 后期 才行,优点或启发,缺点或问题,
god,无帮助,,
一款 未 打磨 平衡 度 宝石   评测 仅 代表 个人观点   优点 玩过 玩法 重复 一款 新鲜 作品 玩惯 强化 防御 砍 卡牌 类 游戏 经营 放置 塔防   手速 重点   算 不错 游戏 体验 画风 说 画风 卡牌 类 游戏 暗黑 破坏神 大雾 画风 中算 清奇 不算 隔壁 粗略 3d 建模 小姐姐 缺点 平衡性 设计 别看 啰啰嗦嗦 一条 写 缺点 唯一 运气 前提 难度 超高 极难 翻盘 导致 游戏 体验 极差 运气 不佳 情况 缺乏 卡牌 游戏 打打 快感 即时性 带来 诟病 放大   抽筋 手   降低 攻略 速度 无尽 模式 debuff 恶臭 心态 炸裂 开发商 忘记 游戏 本质 摔 运气 不好 玩 不爽 希望 官方 平衡 简单 难度 五五开 真的 心态 炸裂 成就 首胜 百分比 ba 三成,优点或启发,缺点或问题,
无尽 模式 减益 BUFF 不太 现 条件 突破 1000 波 谈 无尽 ？ 怪 数量 怪 属性 调整 难度 ？ 玩家 更 体验 符合 无尽 二字,缺点或问题,,
游玩 时间 航海家 最强 个人感觉       前期 航海家 宝藏 猎人       后期 推荐 将军 领导者 石弩兵       接近 50 小时   剩下 成就 未 解锁       计算机 大脑               难   超过 1000 崩盘       王座 游戏               没 碰到 随机 事件,攻略,,
选完 模式 游戏 巫师 主动 技能 描述 错 商人 有钱 感觉 商店 卖     全   18% 玩家 成就 剩下 82% 穷 B 咩 哈哈哈 哈哈哈 建筑 摆位 BOSS 右边 进攻 经济 建筑 重兵 摆 右边 崩 下个 防区 重整 兵力 留 防区 全放 防御 塔 火药桶 拉扯 空间 人口 建筑 拆 人口 卡死 保护 鞋店 后期 撤退 加速 前期 一支 部队 来回 跑 消防 根据地   射击场   武器库 要放 左边 右边 拆 一格 左边 没 破坏 战斗力 咸鱼翻身 流程 前期 两边 跑 有墙 买 占 兵 跑 回头 再修 完事 中后期 两边 先顾 左边 确保 左边 打过 右边 困难 模式 没法 玩 运气 成分 太大 高级 兵种 10 波一 碰倒 10 加 人口 卡 不刷 修道院 删卡 市场 图腾 减 攻击 不多 几个 后期 一波 猝死 兵营 120 秒 狂 战士 加 属性 小酒馆 120 秒 复制 最强 狂 战士 30 波 张 30 攻 200 血 狂 战士 40 攻 boss 踢 7jio 死 死 几个 队友 攻击 翻个 几倍 10 一刀 999 秒 boss,攻略,,
好玩 小游戏 组合 各有特色,优点或启发,,
建筑 只能 升级 太难受 城墙 箭 塔 升级 几次 建筑师 没法 走塔防流 游戏 王国 新大陆 好像,缺点或问题,,
NAME,无帮助,,
鉴赏家 http steamcommunity groups tuanziyahaha   第一手 评测 消息 好玩 一块 卡牌 塔防类 游戏 游戏 六个 首领 风格 千奇百怪 方法 击退 不停 进攻 敌人 游戏 自带 中文 重复 游玩 性极 高 首领 游戏 解锁 更 卡牌 挑战 非常适合 消磨 时间 小游戏 强烈推荐 PS   一代 老鼠 骑 鸭 为啥 三个 蝙蝠 neng 死 对面,优点或启发,,
有意思 卡牌 游戏,无帮助,,
很顶 游戏 鼠年 玩 萌萌 老鼠,无帮助,,
120 关了 ？ ？,无帮助,,
感觉 职业 职业 之间 平衡 将军 很强 前期 后期 强 建筑师 前期 弱 一不小心 瞬间 去世,缺点或问题,,
好玩 巫师 职业 真的 难,缺点或问题,,
卡牌 游戏 爱好者 错过 超级 好玩 强烈推荐,无帮助,,
汉化 翻译 太 tmd 辣鸡 玩 习惯 英文 出 汉化 看不懂,缺点或问题,,
优化 困难 模式 难度 高 熟练 追求 困难 模式 有趣 美中不足 噩梦 模式 后期 无聊 操作 繁琐 模式 选择 多样性,优点或启发,缺点或问题,
操作 时间 赛跑 头脑 清晰 忍 抢 时间 游戏 先抽 张 抽 剩下 张数 先抽 张 难用 导致 刚换 手牌 至少 秒钟 时间 手牌 设定 坑爹 差 秒 兵 补上去 差 秒 十几分钟 经营 付之东流 游戏 马马虎虎 傻 逼 翻译 感觉 机翻 没 区别 古代 搞 倒装句 卡牌 实在 莫名其妙,缺点或问题,,
另类 塔防 涵盖 塔防 经营 卡牌 整体 比较完善 暂时 英雄 英雄 分 级 每级 增加 特有 卡片 感觉 英雄 全开 没 卡多 卡池 抽到 想要 卡 几率 卡多 组合 人口 经济 有限 抽牌 几率 更 考验 随机应变 组合 选择 英雄 界面 一局 游戏 内禁 掉 英雄 特定 卡牌 自行 选择,攻略,,
游戏 松弛 度 画风 可爱 后期 挑战性,优点或启发,,
杀手 成就 致敬 爬塔 233333,无帮助,,
优点 缺点 小游戏 适合 喜欢 卡牌 构筑 类 玩家 优点 积累 建筑 士兵 扩张 领地 卡牌 类 游戏 更强 成就感 随机 事件 插入 不停 交互 建筑物 产出 商人 闲下来 节奏 很快 领袖 玩 多种 套路 吃 兵种 找 不到 兵 前期 钱 扛不住 缺点 地图 滑动 来回 查看 一键 左 最右 快捷键 有个 地图 后期 卡牌 刷新 时间 卡 没 完 细看 敌人 压力 很大 特别 30 波 刷新 无脑 往外 打卡 Overdungeon 一键 打出 优化,优点或启发,缺点或问题,
画风 配音 可爱 技术难度 领导者 卡组 技能 玩法 值得 入手 建议 主城 防御 墙 倒 放兵 墙 主城 建筑 防御力 太低 一碰 碎 希望 主城 放置 士兵 怪物 提示 新手 哪一关 怪物 或来 BOSS 一波 带走,建议,优点或启发,
好玩   内容 稍微 少 点,缺点或问题,,
找到 蛋 孵出 鸭子 建 酒馆 复制 鸭子 卡 放下 一只 鸭子 回到 嗑瓜子,无帮助,,
游戏 借鉴   王国   游戏 创意 王国 种田 基建 生存 波数 游戏 次次 怪 一波 血 肏 通关 视频 游戏 经济 系统 游戏 不太 玩法 自闭 刷起来 刷不动 抬 走 再开 难度 每局 30 波 通关 没 解锁 卡片         经济 游戏 combo 简单 两张牌 刷起来 钱 快速 刷到 上限 99999 人口 刷 满 办法 游戏 写 时间 资源 实时 策略 卡牌 游戏 确实 经济 来源 大头 牌 牌 20 秒 抽 金币 刷新   功能 牌 技能 顶 羊毛出在羊身上 剪下来 羊毛 买 羊 剪羊毛           很难说 玩法 设计 缺陷 游戏 玩家 刷 波一波 怪物 数量 数量 增长 很快 碰撞 体积 重叠 兵 碰撞 重叠 互拼 数量 远程 兵 数量 怪来 一波 收割 一波 受 不到 伤害 二三十 波次 开局 放 民兵 没 死 兵少 一波 抗住 看着 好像 行 一波怪 刷 怪 时 推平               游戏 刚 时 基建 种田 造 房子 刷 牌 60 金币 飙手 速刷牌 赚钱 20 秒 行 尽力 堆 远程 兵 数量 放 少量 近战 兵 越墙 怪加 稍微 顶住 怪 刷起来 无敌 墙 顶到 地图 边界 再放上 成团 远程 长 弓手 杀戮 尖塔 算是 玩家 血量 换取 游戏 资源 层数 有限 只能 获取 特定 数量 资源 游戏 蛮 奇怪 牌 效果 imba 堆叠 敌人 数量 玩家 获取 新牌 数量 钱 更 像是 原材料 钱 花 打一波 箱子 商人 回合 卖 牌 突发事件 损失 50% 钱   损失 十几 人口 完一波 选择 房子 房子 人口 设计,攻略,,
好玩 停不下来,无帮助,,
迫击炮 炸崩   推荐 迫击炮 友伤 减半     没法用,建议,,
游戏 行 流程 太短,缺点或问题,,
不错 游戏 航海 更新 BUG 数量 好像 游戏卡 死 次 20 关 通关 卡死 气 不错 游戏 希望 持续 更新 做好 优化 平衡,建议,bug,
难度 游戏 砸 建筑 部队 睡觉 螃蟹 BOSS 火大 有种 不战而败 感觉 气,优点或启发,缺点或问题,
更新 完 航海家 选择 过程 中 bug 三选 一选 完 响应 前 中后期 破坏 游戏 体验 麻烦 修复 感谢,bug,,
好玩 消磨 时间 利器 bug 修复 快 通关 卡住 强退 没,bug,优点或启发,
暂停 按键 会出 BUG 导致 按键 失灵 航海家 技能 卡死,bug,,
不错 游戏 期待 联机 要素 多个 游戏 角色 角色 几个 主动 技能 更 炫酷,建议,,
玩法 单一 副本 重复 副本 重复 副本 重复 用心 点   怪物 机制 种类 少 可怜   关卡 怪物 一模一样   吐,缺点或问题,,
一般般,无帮助,,
没完               为啥 ps4 手柄 玩 ？       游戏     玩 撒 一点,缺点或问题,,
太难 58 不值,缺点或问题,,
终于 打通   第一次 玩 Roguelike   很赞 优点   打击 感 很棒   画面 很棒 .+   随机 要素 各有 用处 意见   键盘 按键 黄金 献祭 E   自定义   分 关   感觉 合成 关 没 区别 .-   从来不 会选 特性     敌人 攻击 降低 诅咒   格挡 类 格挡 太难 .-   每次 从头来 累   跳关,优点或启发,缺点或问题,
感觉 不错 大作 玩累 刷 两把 挺 有意思 怪物 种类 少 武器 少 确实 缺点 玩玩 更何况 抢鲜 体验 模式,缺点或问题,,
看脸 玩 游戏 开局 策略 调整 简单 点 导致 玩多 开局 单调 rogue   游戏 每次 失误 作 调整 无奈 感 强 抱怨 攻击 打击 爽 游戏 抢先 体验 游戏 值得 期待 顺便 怪 隐于 黑暗 黑暗 火盆 强 强制 掉血 组合 强到 没边 退游,优点或启发,缺点或问题,
优质 硬核 爬塔 游戏   i i,无帮助,,
打击 感 不错 画风 喜欢 抢先 体验版 内容 少 重复 度略 高,优点或启发,缺点或问题,
直播 脑子 我会 玩 手 你会个 锤子,无帮助,,
想 买 做好 至少 24 小时 时长 通关 难度 武器 推荐 长矛 大剑 圣物 推荐 暴击 回血 暴击 伤害 毒矛 带上 剧毒 圣物 大剑 boss 精英 黄血条 百分百 暴击 长矛 头尖 尖 百分百 暴击 暴击 控制 距离 毒 算 双倍 伤害 时间 比较慢 boss 超级 给力 boss 建议 带毒 爪 盾牌 boss 一顿 猛抓 翻滚 就行 有时候 盾 自动 格挡 意想不到 效果,攻略,,
说   手残 想要 修改器 狗头,建议,,
游戏 玩 菜 上手 时 发现 更菜 买来 第一天 第一关 熟悉 打法 感觉 难度 还好 通关 运气 占 更 一部分 刷出 合适 武器 合适 遗物 通关 更 原因 关卡 少 坐等 第五 关 新 遗物 新 武器 段时间 我要 找 类似 游戏 喜欢 打击 感还行 装备 技能 操作 类 游戏 玩 游戏 时 请 务必 太 格挡 东西 完美 闪避 格挡 难出 档次 怀疑 格挡 判定 0.2 秒 ？,优点或启发,缺点或问题,
不错 游戏 打击 感上 不错 游戏 难度 挑战性 三个 小时 第三关 贪刀 死 推荐,优点或启发,,
恨 刺,缺点或问题,,
25 小时 终于 通 残酷 路   好玩,无帮助,,
开窗口 模式 好像 解决 卡顿,bug,,
好玩 耐玩,无帮助,,
16 小时 通关 小时 两次 吃饭 半小时 期待 下次 更新 游戏 可玩性 希望 快速 更新 图 装备 更 多种 搭配 装备 栏会 游戏 可玩 期待 新手 模式 通关,建议,,
可玩性 高 ~   想起 小时候 小伙伴 玩 FC ~,无帮助,,
