comment,label_1,label_2,label_3
小型 开发商 聚集 一群 半衰期 无比 热爱 游戏 制作者 制作 经历 八年 终于 圆满完成 游玩 发现 重制 细致 游戏 内容 一代 高度 相符 情况 增添 模型 画质 原作 内容 游戏 不太 满意 找路 劝退 感 十足 提示 强行通过 找路 延长 游戏 时间 恶性 bug 电梯 坠落 站 电梯 边上 卡住 NPC 小心 死 手动 读档 眩晕 感 玩 游戏 中 原作 毛病 重制 画面 增强 情况 更为严重 好评 如潮 情怀 炒起来 民间 制作组 不懈努力 游戏 不怎么样 FPS 眩晕 玩家 厌恶 找路 玩家 谨慎 玩 昨天 玩 小时 今早 头晕 厉害,bug,优点或启发,缺点或问题
游戏 画面 漂亮 创意 游戏 半成品 扩张 400 人口 倍数 村民 工作效率 BUG 几秒 延迟 村民 寻路 机制 导致 450 500 人口 压力 真心 希望 解决,bug,优点或启发,缺点或问题
中世纪 题材 深得我心 错落 地形 挺 有趣 经济 体系 尚可 处于 Alpha 阶段 bug 号 墙 原因 存档 开发者 反馈 修复 内容 量 偏少 建筑 没什么 变化 形态 玩 中期 无趣 想要 体验 中世纪 建造 游戏 推荐 试一试,bug,优点或启发,缺点或问题
玩 渐渐 味儿 味儿 懂 点儿 老铁点 赞 真的 有趣 脚滑 阔怕 法宝 丢 推荐 跑酷 捡起来 费 等级 等级 右下角 明明 修仙 游戏 玩起来 丢 丢克 苏鲁 味儿 操作 有点儿 出戏 XD 挺 偶有 bug 敌人 浮空 极少 浮空 物理 飞升 系统 反正 玩 不错 有种 云里雾里 感觉 太仙 探索 确实 好玩 存档 点 挺 不算 太 恶意 话 说 960 真的 瀑布 粒子 地方 卡,bug,优点或启发,缺点或问题
总体 感觉 游戏 不错 细节 做 挺 挺 代入 感 BUG 难受 鱼雷 注水 发射 摁 发射 按钮,bug,优点或启发,缺点或问题
不多 说 优秀 可玩性 高 画风 治愈 操作性 bug 小人 指定 僵直 动 建筑物 点击 拆除 小人 不去 拆 功能                     游戏 后期 可玩性 降低 天灾人祸                     互动性 希望 更新 中 改进,bug,优点或启发,缺点或问题
好玩 画面 音乐 不错 女主 配音 捧读 感觉 整体 难度 不高 低 电脑 原因 总 感觉 流畅 换弹 开枪 卡枪 闪避 有时候 一会 开枪,bug,优点或启发,缺点或问题
游戏 优化 不错 游戏 流程 体验 帧 稳定 2K 分辨率 效果 全开 1070 稳定 上手 章节 难度 低 死亡 初见 杀 跳 坑 看不到 提示 跳 空中 钩爪 判定 抓 翻滚 体验 三个 方向 按键 尴尬 莫名其妙 按出 翻滚 最终 BOSS 战 发现 Bug BOSS 拍飞到 龙头 边上 龙头 模型 两层 站 底下 台子 怪物 静止 角色 卡 模型 站 怪物 判断 不到 位置 希望 正式版 更好 体验,bug,优点或启发,缺点或问题
特效 吸引 特效 真的 帅 打击 感是 真的 过瘾 X 红色 好评 感觉 BUG 控怪 卡 墙上 枪 伤害 略低 散弹 突击 枪 效果 特色 控怪 甩光 剑 连击 刷分 帅 敌人 攻击 迷 感觉 闪开 打中 换装 系统 希望 出个 第三人称 模式 Ps 圣三一 XD           古墓 丽影 既视 感太强 收集 品 检视 一毛 解密 陷阱 信仰 跳 那种 山山水水 感觉 喜欢 第一人称 突突突 版 古墓 丽影 尝试,bug,优点或启发,缺点或问题
优点 新增 天灾 脸面 巨型 船坞 槽 位 加成 新增 主宰 级 飞船 一般般 战斗力 虚高 很脆 两个 船厂 槽 位 鸡肋 归属于 第四 天灾 面子 工程 感觉 一只 下蛋 老母鸡 新增 起源 系统 偏爱 星环 开局 感觉 几种 开局 堕落 干儿子 星环 盖亚 两个 联邦 缺点 汉化 太 粗糙 新型 BUG 配方 味道 星际 共同体 联合国 只能 当做 无聊 消遣 实际上 作用 新增 几种 联邦 确实 玩法 依然 作用 一群 猪 队友 拖后腿 解决 掉 汉化 完整 BUG 太多 块钱 值得,bug,优点或启发,缺点或问题
游戏 可玩度 星 单机 模式 游戏 难度 第二个 难度 玩 游戏 度 噩梦 难度 单人 活不下去 怪刷 太 模式 朋友 玩 体验 玩 破晓 配合 单打 难过 BUG 道具 只能 扔 捡,bug,优点或启发,缺点或问题
难度 通关 前来 评论 bug 稍微 影响 游戏 体验 音爆声 动画 转 镜头 模糊 卡 中 文字 显示 游戏 玩法 增强 补充 玩 几个 小时 里 一种 ori2 太 反观 ori1 像是 半成品 感觉 键鼠 操作 模式 游玩 中 技能 特技 增多 面对 关卡 难以 杀 接近 一百 沙虫 存档 模式 喜欢 作 难度 感觉 作 关卡 凭着 血条 硬生生 通关 对此 倒 好恶 都行 剧情 成功 爷 裂开 无数次 当初 去世 无数次 印象 最深 两个 支线 手手 相传 童话般 淳朴 风情 爱 莫基造 房子 爸爸 请求 老婆 孩子 接回来 住 老婆 孩子 石头 得知 爸爸 选择 独活 老房子 里 老婆 孩子 化为 石头 支线 瞬间 裂开 裂开 程度 不逊于 结局 总体 讲 满意 ori2 希望 ori3 结局 动画 那片 叶子 昭示 新 冒险,bug,优点或启发,缺点或问题
还原 一代 感觉 画风 音乐 唯美 降低 充满 bug 优化 稀烂 运行 一段时间 游戏 奇卡 无比 跑 酷类 游戏 掉 帧 忍受 充满 恶行 bug 蛤蟆 追 关入 水后 方向键 失灵 抓取 判定 失效 打怪 猛击 闯过 怪物 判定 击中 影响 游戏 体验,bug,优点或启发,缺点或问题
简单 说 整体 类型 一代 偏向 rpg 音乐 画面 一如既往 nb 剧情 一代 太 搞了个 莫名其妙 反派 要来 搞 主角 刚出 bug 太 怪物 卡 天上 隔墙 开 近路 boss 战 第一个 场景 掉 帧 重打 掉 帧 真的 好好 测试 说 游戏 游戏 结局 希望 gkd,bug,优点或启发,缺点或问题
ori 同类 游戏 相比 追逐战 这一作 追逐 做 只能 说 做 差强人意 超越 前作 遗憾 音效 bug 音乐 体验 残缺 这代 亮点 能力 地图 探索 关卡 体验 完整 感觉 新颖 Ori 关卡 设计 确实 高人一筹 评分 音效 bug 0.5 分护石 技能 build 设计 度略 简单 0.5 支线 形式 单一,bug,优点或启发,缺点或问题
小型 开发商 聚集 一群 半衰期 无比 热爱 游戏 制作者 制作 经历 八年 终于 圆满完成 游玩 发现 重制 细致 游戏 内容 一代 高度 相符 情况 增添 模型 画质 原作 内容 游戏 不太 满意 找路 劝退 感 十足 提示 强行通过 找路 延长 游戏 时间 恶性 bug 电梯 坠落 站 电梯 边上 卡住 NPC 小心 死 手动 读档 眩晕 感 玩 游戏 中 原作 毛病 重制 画面 增强 情况 更为严重 好评 如潮 情怀 炒起来 民间 制作组 不懈努力 游戏 不怎么样 FPS 眩晕 玩家 厌恶 找路 玩家 谨慎 玩 昨天 玩 小时 今早 头晕 厉害,bug,优点或启发,缺点或问题
游戏 画面 漂亮 创意 游戏 半成品 扩张 400 人口 倍数 村民 工作效率 BUG 几秒 延迟 村民 寻路 机制 导致 450 500 人口 压力 真心 希望 解决,bug,优点或启发,缺点或问题
中世纪 题材 深得我心 错落 地形 挺 有趣 经济 体系 尚可 处于 Alpha 阶段 bug 号 墙 原因 存档 开发者 反馈 修复 内容 量 偏少 建筑 没什么 变化 形态 玩 中期 无趣 想要 体验 中世纪 建造 游戏 推荐 试一试,bug,优点或启发,缺点或问题
玩 渐渐 味儿 味儿 懂 点儿 老铁点 赞 真的 有趣 脚滑 阔怕 法宝 丢 推荐 跑酷 捡起来 费 等级 等级 右下角 明明 修仙 游戏 玩起来 丢 丢克 苏鲁 味儿 操作 有点儿 出戏 XD 挺 偶有 bug 敌人 浮空 极少 浮空 物理 飞升 系统 反正 玩 不错 有种 云里雾里 感觉 太仙 探索 确实 好玩 存档 点 挺 不算 太 恶意 话 说 960 真的 瀑布 粒子 地方 卡,bug,优点或启发,缺点或问题
总体 感觉 游戏 不错 细节 做 挺 挺 代入 感 BUG 难受 鱼雷 注水 发射 摁 发射 按钮,bug,优点或启发,缺点或问题
不多 说 优秀 可玩性 高 画风 治愈 操作性 bug 小人 指定 僵直 动 建筑物 点击 拆除 小人 不去 拆 功能                     游戏 后期 可玩性 降低 天灾人祸                     互动性 希望 更新 中 改进,bug,优点或启发,缺点或问题
好玩 画面 音乐 不错 女主 配音 捧读 感觉 整体 难度 不高 低 电脑 原因 总 感觉 流畅 换弹 开枪 卡枪 闪避 有时候 一会 开枪,bug,优点或启发,缺点或问题
游戏 优化 不错 游戏 流程 体验 帧 稳定 2K 分辨率 效果 全开 1070 稳定 上手 章节 难度 低 死亡 初见 杀 跳 坑 看不到 提示 跳 空中 钩爪 判定 抓 翻滚 体验 三个 方向 按键 尴尬 莫名其妙 按出 翻滚 最终 BOSS 战 发现 Bug BOSS 拍飞到 龙头 边上 龙头 模型 两层 站 底下 台子 怪物 静止 角色 卡 模型 站 怪物 判断 不到 位置 希望 正式版 更好 体验,bug,优点或启发,缺点或问题
特效 吸引 特效 真的 帅 打击 感是 真的 过瘾 X 红色 好评 感觉 BUG 控怪 卡 墙上 枪 伤害 略低 散弹 突击 枪 效果 特色 控怪 甩光 剑 连击 刷分 帅 敌人 攻击 迷 感觉 闪开 打中 换装 系统 希望 出个 第三人称 模式 Ps 圣三一 XD           古墓 丽影 既视 感太强 收集 品 检视 一毛 解密 陷阱 信仰 跳 那种 山山水水 感觉 喜欢 第一人称 突突突 版 古墓 丽影 尝试,bug,优点或启发,缺点或问题
优点 新增 天灾 脸面 巨型 船坞 槽 位 加成 新增 主宰 级 飞船 一般般 战斗力 虚高 很脆 两个 船厂 槽 位 鸡肋 归属于 第四 天灾 面子 工程 感觉 一只 下蛋 老母鸡 新增 起源 系统 偏爱 星环 开局 感觉 几种 开局 堕落 干儿子 星环 盖亚 两个 联邦 缺点 汉化 太 粗糙 新型 BUG 配方 味道 星际 共同体 联合国 只能 当做 无聊 消遣 实际上 作用 新增 几种 联邦 确实 玩法 依然 作用 一群 猪 队友 拖后腿 解决 掉 汉化 完整 BUG 太多 块钱 值得,bug,优点或启发,缺点或问题
游戏 可玩度 星 单机 模式 游戏 难度 第二个 难度 玩 游戏 度 噩梦 难度 单人 活不下去 怪刷 太 模式 朋友 玩 体验 玩 破晓 配合 单打 难过 BUG 道具 只能 扔 捡,bug,优点或启发,缺点或问题
难度 通关 前来 评论 bug 稍微 影响 游戏 体验 音爆声 动画 转 镜头 模糊 卡 中 文字 显示 游戏 玩法 增强 补充 玩 几个 小时 里 一种 ori2 太 反观 ori1 像是 半成品 感觉 键鼠 操作 模式 游玩 中 技能 特技 增多 面对 关卡 难以 杀 接近 一百 沙虫 存档 模式 喜欢 作 难度 感觉 作 关卡 凭着 血条 硬生生 通关 对此 倒 好恶 都行 剧情 成功 爷 裂开 无数次 当初 去世 无数次 印象 最深 两个 支线 手手 相传 童话般 淳朴 风情 爱 莫基造 房子 爸爸 请求 老婆 孩子 接回来 住 老婆 孩子 石头 得知 爸爸 选择 独活 老房子 里 老婆 孩子 化为 石头 支线 瞬间 裂开 裂开 程度 不逊于 结局 总体 讲 满意 ori2 希望 ori3 结局 动画 那片 叶子 昭示 新 冒险,bug,优点或启发,缺点或问题
还原 一代 感觉 画风 音乐 唯美 降低 充满 bug 优化 稀烂 运行 一段时间 游戏 奇卡 无比 跑 酷类 游戏 掉 帧 忍受 充满 恶行 bug 蛤蟆 追 关入 水后 方向键 失灵 抓取 判定 失效 打怪 猛击 闯过 怪物 判定 击中 影响 游戏 体验,bug,优点或启发,缺点或问题
简单 说 整体 类型 一代 偏向 rpg 音乐 画面 一如既往 nb 剧情 一代 太 搞了个 莫名其妙 反派 要来 搞 主角 刚出 bug 太 怪物 卡 天上 隔墙 开 近路 boss 战 第一个 场景 掉 帧 重打 掉 帧 真的 好好 测试 说 游戏 游戏 结局 希望 gkd,bug,优点或启发,缺点或问题
ori 同类 游戏 相比 追逐战 这一作 追逐 做 只能 说 做 差强人意 超越 前作 遗憾 音效 bug 音乐 体验 残缺 这代 亮点 能力 地图 探索 关卡 体验 完整 感觉 新颖 Ori 关卡 设计 确实 高人一筹 评分 音效 bug 0.5 分护石 技能 build 设计 度略 简单 0.5 支线 形式 单一,bug,优点或启发,缺点或问题
小型 开发商 聚集 一群 半衰期 无比 热爱 游戏 制作者 制作 经历 八年 终于 圆满完成 游玩 发现 重制 细致 游戏 内容 一代 高度 相符 情况 增添 模型 画质 原作 内容 游戏 不太 满意 找路 劝退 感 十足 提示 强行通过 找路 延长 游戏 时间 恶性 bug 电梯 坠落 站 电梯 边上 卡住 NPC 小心 死 手动 读档 眩晕 感 玩 游戏 中 原作 毛病 重制 画面 增强 情况 更为严重 好评 如潮 情怀 炒起来 民间 制作组 不懈努力 游戏 不怎么样 FPS 眩晕 玩家 厌恶 找路 玩家 谨慎 玩 昨天 玩 小时 今早 头晕 厉害,bug,优点或启发,缺点或问题
游戏 画面 漂亮 创意 游戏 半成品 扩张 400 人口 倍数 村民 工作效率 BUG 几秒 延迟 村民 寻路 机制 导致 450 500 人口 压力 真心 希望 解决,bug,优点或启发,缺点或问题
中世纪 题材 深得我心 错落 地形 挺 有趣 经济 体系 尚可 处于 Alpha 阶段 bug 号 墙 原因 存档 开发者 反馈 修复 内容 量 偏少 建筑 没什么 变化 形态 玩 中期 无趣 想要 体验 中世纪 建造 游戏 推荐 试一试,bug,优点或启发,缺点或问题
玩 渐渐 味儿 味儿 懂 点儿 老铁点 赞 真的 有趣 脚滑 阔怕 法宝 丢 推荐 跑酷 捡起来 费 等级 等级 右下角 明明 修仙 游戏 玩起来 丢 丢克 苏鲁 味儿 操作 有点儿 出戏 XD 挺 偶有 bug 敌人 浮空 极少 浮空 物理 飞升 系统 反正 玩 不错 有种 云里雾里 感觉 太仙 探索 确实 好玩 存档 点 挺 不算 太 恶意 话 说 960 真的 瀑布 粒子 地方 卡,bug,优点或启发,缺点或问题
总体 感觉 游戏 不错 细节 做 挺 挺 代入 感 BUG 难受 鱼雷 注水 发射 摁 发射 按钮,bug,优点或启发,缺点或问题
不多 说 优秀 可玩性 高 画风 治愈 操作性 bug 小人 指定 僵直 动 建筑物 点击 拆除 小人 不去 拆 功能                     游戏 后期 可玩性 降低 天灾人祸                     互动性 希望 更新 中 改进,bug,优点或启发,缺点或问题
好玩 画面 音乐 不错 女主 配音 捧读 感觉 整体 难度 不高 低 电脑 原因 总 感觉 流畅 换弹 开枪 卡枪 闪避 有时候 一会 开枪,bug,优点或启发,缺点或问题
游戏 优化 不错 游戏 流程 体验 帧 稳定 2K 分辨率 效果 全开 1070 稳定 上手 章节 难度 低 死亡 初见 杀 跳 坑 看不到 提示 跳 空中 钩爪 判定 抓 翻滚 体验 三个 方向 按键 尴尬 莫名其妙 按出 翻滚 最终 BOSS 战 发现 Bug BOSS 拍飞到 龙头 边上 龙头 模型 两层 站 底下 台子 怪物 静止 角色 卡 模型 站 怪物 判断 不到 位置 希望 正式版 更好 体验,bug,优点或启发,缺点或问题
特效 吸引 特效 真的 帅 打击 感是 真的 过瘾 X 红色 好评 感觉 BUG 控怪 卡 墙上 枪 伤害 略低 散弹 突击 枪 效果 特色 控怪 甩光 剑 连击 刷分 帅 敌人 攻击 迷 感觉 闪开 打中 换装 系统 希望 出个 第三人称 模式 Ps 圣三一 XD           古墓 丽影 既视 感太强 收集 品 检视 一毛 解密 陷阱 信仰 跳 那种 山山水水 感觉 喜欢 第一人称 突突突 版 古墓 丽影 尝试,bug,优点或启发,缺点或问题
优点 新增 天灾 脸面 巨型 船坞 槽 位 加成 新增 主宰 级 飞船 一般般 战斗力 虚高 很脆 两个 船厂 槽 位 鸡肋 归属于 第四 天灾 面子 工程 感觉 一只 下蛋 老母鸡 新增 起源 系统 偏爱 星环 开局 感觉 几种 开局 堕落 干儿子 星环 盖亚 两个 联邦 缺点 汉化 太 粗糙 新型 BUG 配方 味道 星际 共同体 联合国 只能 当做 无聊 消遣 实际上 作用 新增 几种 联邦 确实 玩法 依然 作用 一群 猪 队友 拖后腿 解决 掉 汉化 完整 BUG 太多 块钱 值得,bug,优点或启发,缺点或问题
游戏 可玩度 星 单机 模式 游戏 难度 第二个 难度 玩 游戏 度 噩梦 难度 单人 活不下去 怪刷 太 模式 朋友 玩 体验 玩 破晓 配合 单打 难过 BUG 道具 只能 扔 捡,bug,优点或启发,缺点或问题
难度 通关 前来 评论 bug 稍微 影响 游戏 体验 音爆声 动画 转 镜头 模糊 卡 中 文字 显示 游戏 玩法 增强 补充 玩 几个 小时 里 一种 ori2 太 反观 ori1 像是 半成品 感觉 键鼠 操作 模式 游玩 中 技能 特技 增多 面对 关卡 难以 杀 接近 一百 沙虫 存档 模式 喜欢 作 难度 感觉 作 关卡 凭着 血条 硬生生 通关 对此 倒 好恶 都行 剧情 成功 爷 裂开 无数次 当初 去世 无数次 印象 最深 两个 支线 手手 相传 童话般 淳朴 风情 爱 莫基造 房子 爸爸 请求 老婆 孩子 接回来 住 老婆 孩子 石头 得知 爸爸 选择 独活 老房子 里 老婆 孩子 化为 石头 支线 瞬间 裂开 裂开 程度 不逊于 结局 总体 讲 满意 ori2 希望 ori3 结局 动画 那片 叶子 昭示 新 冒险,bug,优点或启发,缺点或问题
还原 一代 感觉 画风 音乐 唯美 降低 充满 bug 优化 稀烂 运行 一段时间 游戏 奇卡 无比 跑 酷类 游戏 掉 帧 忍受 充满 恶行 bug 蛤蟆 追 关入 水后 方向键 失灵 抓取 判定 失效 打怪 猛击 闯过 怪物 判定 击中 影响 游戏 体验,bug,优点或启发,缺点或问题
简单 说 整体 类型 一代 偏向 rpg 音乐 画面 一如既往 nb 剧情 一代 太 搞了个 莫名其妙 反派 要来 搞 主角 刚出 bug 太 怪物 卡 天上 隔墙 开 近路 boss 战 第一个 场景 掉 帧 重打 掉 帧 真的 好好 测试 说 游戏 游戏 结局 希望 gkd,bug,优点或启发,缺点或问题
ori 同类 游戏 相比 追逐战 这一作 追逐 做 只能 说 做 差强人意 超越 前作 遗憾 音效 bug 音乐 体验 残缺 这代 亮点 能力 地图 探索 关卡 体验 完整 感觉 新颖 Ori 关卡 设计 确实 高人一筹 评分 音效 bug 0.5 分护石 技能 build 设计 度略 简单 0.5 支线 形式 单一,bug,优点或启发,缺点或问题
小型 开发商 聚集 一群 半衰期 无比 热爱 游戏 制作者 制作 经历 八年 终于 圆满完成 游玩 发现 重制 细致 游戏 内容 一代 高度 相符 情况 增添 模型 画质 原作 内容 游戏 不太 满意 找路 劝退 感 十足 提示 强行通过 找路 延长 游戏 时间 恶性 bug 电梯 坠落 站 电梯 边上 卡住 NPC 小心 死 手动 读档 眩晕 感 玩 游戏 中 原作 毛病 重制 画面 增强 情况 更为严重 好评 如潮 情怀 炒起来 民间 制作组 不懈努力 游戏 不怎么样 FPS 眩晕 玩家 厌恶 找路 玩家 谨慎 玩 昨天 玩 小时 今早 头晕 厉害,bug,优点或启发,缺点或问题
游戏 画面 漂亮 创意 游戏 半成品 扩张 400 人口 倍数 村民 工作效率 BUG 几秒 延迟 村民 寻路 机制 导致 450 500 人口 压力 真心 希望 解决,bug,优点或启发,缺点或问题
中世纪 题材 深得我心 错落 地形 挺 有趣 经济 体系 尚可 处于 Alpha 阶段 bug 号 墙 原因 存档 开发者 反馈 修复 内容 量 偏少 建筑 没什么 变化 形态 玩 中期 无趣 想要 体验 中世纪 建造 游戏 推荐 试一试,bug,优点或启发,缺点或问题
玩 渐渐 味儿 味儿 懂 点儿 老铁点 赞 真的 有趣 脚滑 阔怕 法宝 丢 推荐 跑酷 捡起来 费 等级 等级 右下角 明明 修仙 游戏 玩起来 丢 丢克 苏鲁 味儿 操作 有点儿 出戏 XD 挺 偶有 bug 敌人 浮空 极少 浮空 物理 飞升 系统 反正 玩 不错 有种 云里雾里 感觉 太仙 探索 确实 好玩 存档 点 挺 不算 太 恶意 话 说 960 真的 瀑布 粒子 地方 卡,bug,优点或启发,缺点或问题
总体 感觉 游戏 不错 细节 做 挺 挺 代入 感 BUG 难受 鱼雷 注水 发射 摁 发射 按钮,bug,优点或启发,缺点或问题
不多 说 优秀 可玩性 高 画风 治愈 操作性 bug 小人 指定 僵直 动 建筑物 点击 拆除 小人 不去 拆 功能                     游戏 后期 可玩性 降低 天灾人祸                     互动性 希望 更新 中 改进,bug,优点或启发,缺点或问题
好玩 画面 音乐 不错 女主 配音 捧读 感觉 整体 难度 不高 低 电脑 原因 总 感觉 流畅 换弹 开枪 卡枪 闪避 有时候 一会 开枪,bug,优点或启发,缺点或问题
游戏 优化 不错 游戏 流程 体验 帧 稳定 2K 分辨率 效果 全开 1070 稳定 上手 章节 难度 低 死亡 初见 杀 跳 坑 看不到 提示 跳 空中 钩爪 判定 抓 翻滚 体验 三个 方向 按键 尴尬 莫名其妙 按出 翻滚 最终 BOSS 战 发现 Bug BOSS 拍飞到 龙头 边上 龙头 模型 两层 站 底下 台子 怪物 静止 角色 卡 模型 站 怪物 判断 不到 位置 希望 正式版 更好 体验,bug,优点或启发,缺点或问题
特效 吸引 特效 真的 帅 打击 感是 真的 过瘾 X 红色 好评 感觉 BUG 控怪 卡 墙上 枪 伤害 略低 散弹 突击 枪 效果 特色 控怪 甩光 剑 连击 刷分 帅 敌人 攻击 迷 感觉 闪开 打中 换装 系统 希望 出个 第三人称 模式 Ps 圣三一 XD           古墓 丽影 既视 感太强 收集 品 检视 一毛 解密 陷阱 信仰 跳 那种 山山水水 感觉 喜欢 第一人称 突突突 版 古墓 丽影 尝试,bug,优点或启发,缺点或问题
优点 新增 天灾 脸面 巨型 船坞 槽 位 加成 新增 主宰 级 飞船 一般般 战斗力 虚高 很脆 两个 船厂 槽 位 鸡肋 归属于 第四 天灾 面子 工程 感觉 一只 下蛋 老母鸡 新增 起源 系统 偏爱 星环 开局 感觉 几种 开局 堕落 干儿子 星环 盖亚 两个 联邦 缺点 汉化 太 粗糙 新型 BUG 配方 味道 星际 共同体 联合国 只能 当做 无聊 消遣 实际上 作用 新增 几种 联邦 确实 玩法 依然 作用 一群 猪 队友 拖后腿 解决 掉 汉化 完整 BUG 太多 块钱 值得,bug,优点或启发,缺点或问题
游戏 可玩度 星 单机 模式 游戏 难度 第二个 难度 玩 游戏 度 噩梦 难度 单人 活不下去 怪刷 太 模式 朋友 玩 体验 玩 破晓 配合 单打 难过 BUG 道具 只能 扔 捡,bug,优点或启发,缺点或问题
难度 通关 前来 评论 bug 稍微 影响 游戏 体验 音爆声 动画 转 镜头 模糊 卡 中 文字 显示 游戏 玩法 增强 补充 玩 几个 小时 里 一种 ori2 太 反观 ori1 像是 半成品 感觉 键鼠 操作 模式 游玩 中 技能 特技 增多 面对 关卡 难以 杀 接近 一百 沙虫 存档 模式 喜欢 作 难度 感觉 作 关卡 凭着 血条 硬生生 通关 对此 倒 好恶 都行 剧情 成功 爷 裂开 无数次 当初 去世 无数次 印象 最深 两个 支线 手手 相传 童话般 淳朴 风情 爱 莫基造 房子 爸爸 请求 老婆 孩子 接回来 住 老婆 孩子 石头 得知 爸爸 选择 独活 老房子 里 老婆 孩子 化为 石头 支线 瞬间 裂开 裂开 程度 不逊于 结局 总体 讲 满意 ori2 希望 ori3 结局 动画 那片 叶子 昭示 新 冒险,bug,优点或启发,缺点或问题
还原 一代 感觉 画风 音乐 唯美 降低 充满 bug 优化 稀烂 运行 一段时间 游戏 奇卡 无比 跑 酷类 游戏 掉 帧 忍受 充满 恶行 bug 蛤蟆 追 关入 水后 方向键 失灵 抓取 判定 失效 打怪 猛击 闯过 怪物 判定 击中 影响 游戏 体验,bug,优点或启发,缺点或问题
简单 说 整体 类型 一代 偏向 rpg 音乐 画面 一如既往 nb 剧情 一代 太 搞了个 莫名其妙 反派 要来 搞 主角 刚出 bug 太 怪物 卡 天上 隔墙 开 近路 boss 战 第一个 场景 掉 帧 重打 掉 帧 真的 好好 测试 说 游戏 游戏 结局 希望 gkd,bug,优点或启发,缺点或问题
ori 同类 游戏 相比 追逐战 这一作 追逐 做 只能 说 做 差强人意 超越 前作 遗憾 音效 bug 音乐 体验 残缺 这代 亮点 能力 地图 探索 关卡 体验 完整 感觉 新颖 Ori 关卡 设计 确实 高人一筹 评分 音效 bug 0.5 分护石 技能 build 设计 度略 简单 0.5 支线 形式 单一,bug,优点或启发,缺点或问题
小型 开发商 聚集 一群 半衰期 无比 热爱 游戏 制作者 制作 经历 八年 终于 圆满完成 游玩 发现 重制 细致 游戏 内容 一代 高度 相符 情况 增添 模型 画质 原作 内容 游戏 不太 满意 找路 劝退 感 十足 提示 强行通过 找路 延长 游戏 时间 恶性 bug 电梯 坠落 站 电梯 边上 卡住 NPC 小心 死 手动 读档 眩晕 感 玩 游戏 中 原作 毛病 重制 画面 增强 情况 更为严重 好评 如潮 情怀 炒起来 民间 制作组 不懈努力 游戏 不怎么样 FPS 眩晕 玩家 厌恶 找路 玩家 谨慎 玩 昨天 玩 小时 今早 头晕 厉害,bug,优点或启发,缺点或问题
游戏 画面 漂亮 创意 游戏 半成品 扩张 400 人口 倍数 村民 工作效率 BUG 几秒 延迟 村民 寻路 机制 导致 450 500 人口 压力 真心 希望 解决,bug,优点或启发,缺点或问题
中世纪 题材 深得我心 错落 地形 挺 有趣 经济 体系 尚可 处于 Alpha 阶段 bug 号 墙 原因 存档 开发者 反馈 修复 内容 量 偏少 建筑 没什么 变化 形态 玩 中期 无趣 想要 体验 中世纪 建造 游戏 推荐 试一试,bug,优点或启发,缺点或问题
玩 渐渐 味儿 味儿 懂 点儿 老铁点 赞 真的 有趣 脚滑 阔怕 法宝 丢 推荐 跑酷 捡起来 费 等级 等级 右下角 明明 修仙 游戏 玩起来 丢 丢克 苏鲁 味儿 操作 有点儿 出戏 XD 挺 偶有 bug 敌人 浮空 极少 浮空 物理 飞升 系统 反正 玩 不错 有种 云里雾里 感觉 太仙 探索 确实 好玩 存档 点 挺 不算 太 恶意 话 说 960 真的 瀑布 粒子 地方 卡,bug,优点或启发,缺点或问题
总体 感觉 游戏 不错 细节 做 挺 挺 代入 感 BUG 难受 鱼雷 注水 发射 摁 发射 按钮,bug,优点或启发,缺点或问题
不多 说 优秀 可玩性 高 画风 治愈 操作性 bug 小人 指定 僵直 动 建筑物 点击 拆除 小人 不去 拆 功能                     游戏 后期 可玩性 降低 天灾人祸                     互动性 希望 更新 中 改进,bug,优点或启发,缺点或问题
好玩 画面 音乐 不错 女主 配音 捧读 感觉 整体 难度 不高 低 电脑 原因 总 感觉 流畅 换弹 开枪 卡枪 闪避 有时候 一会 开枪,bug,优点或启发,缺点或问题
游戏 优化 不错 游戏 流程 体验 帧 稳定 2K 分辨率 效果 全开 1070 稳定 上手 章节 难度 低 死亡 初见 杀 跳 坑 看不到 提示 跳 空中 钩爪 判定 抓 翻滚 体验 三个 方向 按键 尴尬 莫名其妙 按出 翻滚 最终 BOSS 战 发现 Bug BOSS 拍飞到 龙头 边上 龙头 模型 两层 站 底下 台子 怪物 静止 角色 卡 模型 站 怪物 判断 不到 位置 希望 正式版 更好 体验,bug,优点或启发,缺点或问题
特效 吸引 特效 真的 帅 打击 感是 真的 过瘾 X 红色 好评 感觉 BUG 控怪 卡 墙上 枪 伤害 略低 散弹 突击 枪 效果 特色 控怪 甩光 剑 连击 刷分 帅 敌人 攻击 迷 感觉 闪开 打中 换装 系统 希望 出个 第三人称 模式 Ps 圣三一 XD           古墓 丽影 既视 感太强 收集 品 检视 一毛 解密 陷阱 信仰 跳 那种 山山水水 感觉 喜欢 第一人称 突突突 版 古墓 丽影 尝试,bug,优点或启发,缺点或问题
